Origin,Destination,Average_Proportion
JiangMen,FoShan,20.625666666666667
JiangMen,ZhongShan,18.154666666666664
JiangMen,GuangZhou,15.960333333333331
JiangMen,ZhuHai,6.832999999999999
JiangMen,ShenZhen,4.463333333333334
JiangMen,DongGuan,3.9693333333333336
JiangMen,ZhaoQing,2.575
JiangMen,HuiZhou,1.1856666666666666
ZhongShan,ZhuHai,29.872000000000003
ZhongShan,FoShan,16.165333333333333
ZhongShan,GuangZhou,11.08533333333333
ZhongShan,JiangMen,9.569333333333331
ZhongShan,ShenZhen,5.2796666666666665
ZhongShan,DongGuan,3.681666666666666
ZhongShan,ZhaoQing,1.459
ZhongShan,HuiZhou,1.0946666666666667
ShenZhen,DongGuan,28.733333333333334
ShenZhen,HuiZhou,16.94133333333333
ShenZhen,GuangZhou,9.270666666666669
ShenZhen,FoShan,2.846333333333333
ShenZhen,ZhongShan,2.4170000000000003
ShenZhen,ZhuHai,1.4329999999999996
ShenZhen,JiangMen,0.9723333333333332
ShenZhen,ZhaoQing,0.6083333333333333
ZhaoQing,FoShan,32.620666666666665
ZhaoQing,GuangZhou,20.76533333333333
ZhaoQing,DongGuan,3.5220000000000002
ZhaoQing,ShenZhen,2.900666666666666
ZhaoQing,ZhongShan,2.8303333333333325
ZhaoQing,JiangMen,2.7096666666666667
ZhaoQing,HuiZhou,1.1473333333333333
ZhaoQing,ZhuHai,1.1960000000000002
ZhuHai,ZhongShan,42.196000000000005
ZhuHai,GuangZhou,8.502333333333333
ZhuHai,JiangMen,5.043333333333334
ZhuHai,ShenZhen,4.986666666666666
ZhuHai,FoShan,3.5959999999999983
ZhuHai,DongGuan,2.540666666666666
ZhuHai,HuiZhou,0.9410000000000001
ZhuHai,ZhaoQing,0.7933333333333336
GuangZhou,FoShan,27.474333333333337
GuangZhou,DongGuan,10.439333333333334
GuangZhou,ShenZhen,7.322666666666667
GuangZhou,HuiZhou,3.9399999999999995
GuangZhou,ZhongShan,3.525
GuangZhou,ZhaoQing,3.124
GuangZhou,JiangMen,2.592333333333334
GuangZhou,ZhuHai,1.916666666666667
FoShan,GuangZhou,42.31833333333332
FoShan,ZhaoQing,7.980333333333332
FoShan,ZhongShan,8.318666666666665
FoShan,JiangMen,5.7730000000000015
FoShan,DongGuan,3.802666666666667
FoShan,ShenZhen,3.388666666666667
FoShan,ZhuHai,1.3463333333333332
FoShan,HuiZhou,1.4113333333333329
HuiZhou,ShenZhen,35.294999999999995
HuiZhou,DongGuan,22.03033333333333
HuiZhou,GuangZhou,10.357666666666665
HuiZhou,FoShan,2.2670000000000003
HuiZhou,ZhongShan,0.9579999999999999
HuiZhou,ZhaoQing,0.5263333333333333
HuiZhou,ZhuHai,0.5746666666666669
HuiZhou,JiangMen,0.5293333333333333
DongGuan,ShenZhen,33.437333333333335
DongGuan,GuangZhou,16.461
DongGuan,HuiZhou,13.802000000000003
DongGuan,FoShan,3.9426666666666663
DongGuan,ZhongShan,2.0250000000000004
DongGuan,JiangMen,1.1053333333333333
DongGuan,ZhuHai,0.9343333333333332
DongGuan,ZhaoQing,0.9216666666666667
