Origin,Destination,Average_Proportion
HuiZhou,ShenZhen,27.636206896551727
HuiZhou,DongGuan,14.038620689655172
HuiZhou,GuangZhou,9.718965517241376
HuiZhou,FoShan,2.1668965517241383
HuiZhou,ZhaoQing,0.7648275862068965
HuiZhou,JiangMen,0.5399999999999999
HuiZhou,ZhongShan,0.743103448275862
HuiZhou,ZhuHai,0.6982758620689655
FoShan,GuangZhou,33.652068965517245
FoShan,ZhaoQing,8.449310344827586
FoShan,JiangMen,5.14896551724138
FoShan,ZhongShan,5.084827586206899
FoShan,HuiZhou,1.4841379310344824
FoShan,ShenZhen,2.853448275862069
FoShan,DongGuan,2.4779310344827583
FoShan,ZhuHai,1.789655172413793
GuangZhou,FoShan,20.054482758620686
GuangZhou,DongGuan,6.471034482758624
GuangZhou,ShenZhen,5.516206896551723
GuangZhou,HuiZhou,3.8765517241379315
GuangZhou,ZhongShan,2.4496551724137934
GuangZhou,ZhaoQing,3.2627586206896555
GuangZhou,JiangMen,2.622413793103448
GuangZhou,ZhuHai,2.4424137931034484
ZhaoQing,FoShan,27.627586206896552
ZhaoQing,GuangZhou,17.644482758620686
ZhaoQing,ZhongShan,3.2220689655172414
ZhaoQing,DongGuan,2.8993103448275863
ZhaoQing,ShenZhen,2.646206896551724
ZhaoQing,JiangMen,2.4565517241379307
ZhaoQing,ZhuHai,1.2010344827586206
ZhaoQing,HuiZhou,1.0324137931034483
ZhuHai,ZhongShan,27.67206896551724
ZhuHai,GuangZhou,9.358965517241382
ZhuHai,JiangMen,4.9158620689655175
ZhuHai,ShenZhen,4.65896551724138
ZhuHai,FoShan,3.752758620689655
ZhuHai,DongGuan,1.8817241379310343
ZhuHai,HuiZhou,1.07
ZhuHai,ZhaoQing,1.0882758620689656
ShenZhen,HuiZhou,13.736551724137936
ShenZhen,DongGuan,17.1148275862069
ShenZhen,GuangZhou,7.607931034482758
ShenZhen,FoShan,2.3868965517241385
ShenZhen,ZhaoQing,0.8268965517241379
ShenZhen,JiangMen,0.9168965517241378
ShenZhen,ZhuHai,1.5624137931034483
ShenZhen,ZhongShan,1.3462068965517244
DongGuan,ShenZhen,23.045172413793097
DongGuan,GuangZhou,13.564827586206901
DongGuan,HuiZhou,11.337241379310347
DongGuan,FoShan,3.425172413793103
DongGuan,ZhongShan,1.3824137931034486
DongGuan,ZhuHai,1.076206896551724
DongGuan,JiangMen,1.1306896551724137
DongGuan,ZhaoQing,1.32551724137931
ZhongShan,ZhuHai,24.95
ZhongShan,GuangZhou,10.116551724137935
ZhongShan,FoShan,10.881724137931036
ZhongShan,JiangMen,6.828620689655173
ZhongShan,ZhaoQing,2.4748275862068976
ZhongShan,ShenZhen,3.6448275862068966
ZhongShan,HuiZhou,1.0162068965517244
ZhongShan,DongGuan,2.48551724137931
JiangMen,FoShan,15.696206896551722
JiangMen,GuangZhou,15.40655172413793
JiangMen,ZhongShan,10.223103448275863
JiangMen,ZhuHai,6.9465517241379295
JiangMen,DongGuan,3.0806896551724146
JiangMen,ShenZhen,3.7875862068965507
JiangMen,ZhaoQing,3.182068965517241
JiangMen,HuiZhou,1.1017241379310345
