Origin,Destination,scaled_flow
DongGuan,ShenZhen,293.3182182588387
DongGuan,GuangZhou,146.96593403574192
DongGuan,HuiZhou,138.8031130904516
DongGuan,FoShan,35.29764859819356
DongGuan,ZhongShan,18.102669473032257
DongGuan,ZhuHai,11.371698090580646
DongGuan,JiangMen,10.269046083483866
DongGuan,ZhaoQing,7.894349152258064
GuangZhou,FoShan,319.5771565502435
GuangZhou,DongGuan,120.32026653757335
GuangZhou,ShenZhen,95.88251179809365
GuangZhou,HuiZhou,67.05666387181684
GuangZhou,ZhongShan,42.69917912965661
GuangZhou,ZhaoQing,38.44932871602082
GuangZhou,ZhuHai,32.714483351975005
GuangZhou,JiangMen,34.96204327691987
HuiZhou,ShenZhen,178.42308209022272
HuiZhou,DongGuan,109.91615792366285
HuiZhou,GuangZhou,65.52408594290948
HuiZhou,FoShan,15.885222986022892
HuiZhou,ZhongShan,6.158809857465141
HuiZhou,ZhuHai,4.368749268811656
HuiZhou,JiangMen,3.018603669977108
HuiZhou,ZhaoQing,2.8612357061394387
FoShan,GuangZhou,341.21941843369825
FoShan,ZhaoQing,64.66522111657025
FoShan,ZhongShan,64.45844617965453
FoShan,JiangMen,51.2976582934277
FoShan,DongGuan,30.698797324345477
FoShan,ShenZhen,31.464738287850153
FoShan,HuiZhou,17.53800943811863
FoShan,ZhuHai,17.165232087059312
ShenZhen,DongGuan,283.96726325329433
ShenZhen,HuiZhou,189.50274274843693
ShenZhen,GuangZhou,103.99853755756915
ShenZhen,ZhongShan,34.68253471788137
ShenZhen,FoShan,32.6594812181769
ShenZhen,ZhuHai,21.63082016195213
ShenZhen,JiangMen,11.617460209123825
ShenZhen,ZhaoQing,6.484339388978144
ZhuHai,ZhongShan,107.2496934149844
ZhuHai,GuangZhou,29.10021100894901
ZhuHai,ShenZhen,18.266269255567117
ZhuHai,JiangMen,14.169335057232049
ZhuHai,FoShan,13.083506288241413
ZhuHai,DongGuan,8.196789909053068
ZhuHai,HuiZhou,3.569114294484911
ZhuHai,ZhaoQing,2.725771053277835
ZhaoQing,FoShan,53.67881552437462
ZhaoQing,GuangZhou,37.795775239704476
ZhaoQing,DongGuan,5.848774171155048
ZhaoQing,ShenZhen,5.94783555924662
ZhaoQing,ZhongShan,4.77630117912175
ZhaoQing,JiangMen,4.912139849019772
ZhaoQing,ZhuHai,3.175303056611863
ZhaoQing,HuiZhou,2.6758438424016653
ZhongShan,ZhuHai,126.4309483635796
ZhongShan,FoShan,65.8377367932362
ZhongShan,GuangZhou,49.09825878106139
ZhongShan,JiangMen,40.74581107086369
ZhongShan,ShenZhen,29.829740796149856
ZhongShan,DongGuan,15.148678790322581
ZhongShan,ZhaoQing,6.050449970447452
ZhongShan,HuiZhou,6.208327019875133
JiangMen,FoShan,44.60748604490322
JiangMen,ZhongShan,36.137123577440164
JiangMen,GuangZhou,37.29876894588136
JiangMen,ZhuHai,16.896659904599375
JiangMen,ShenZhen,11.532122333269506
JiangMen,DongGuan,8.265232153873047
JiangMen,ZhaoQing,5.37137524844953
JiangMen,HuiZhou,2.9645129023267427
