Origin,Destination,Average_Proportion
ZhongShan,ZhuHai,27.806451612903217
ZhongShan,FoShan,14.388709677419355
ZhongShan,GuangZhou,10.356774193548386
ZhongShan,JiangMen,8.569032258064514
ZhongShan,ShenZhen,3.6116129032258075
ZhongShan,DongGuan,3.0954838709677417
ZhongShan,ZhaoQing,1.445806451612903
ZhongShan,HuiZhou,0.9083870967741936
JiangMen,FoShan,18.274193548387096
JiangMen,ZhongShan,16.31645161290323
JiangMen,GuangZhou,15.21774193548387
JiangMen,ZhuHai,6.379677419354837
JiangMen,ShenZhen,3.718709677419355
JiangMen,DongGuan,3.371612903225806
JiangMen,ZhaoQing,2.3735483870967737
JiangMen,HuiZhou,1.0261290322580645
DongGuan,ShenZhen,30.17774193548387
DongGuan,GuangZhou,14.76032258064516
DongGuan,HuiZhou,11.9641935483871
DongGuan,FoShan,3.327096774193548
DongGuan,ZhongShan,1.7006451612903226
DongGuan,JiangMen,0.9622580645161289
DongGuan,ZhuHai,0.8206451612903225
DongGuan,ZhaoQing,0.8390322580645162
FoShan,GuangZhou,39.419032258064505
FoShan,ZhongShan,7.395806451612901
FoShan,ZhaoQing,7.502903225806451
FoShan,JiangMen,5.116774193548388
FoShan,DongGuan,3.206774193548387
FoShan,ShenZhen,3.0261290322580647
FoShan,ZhuHai,1.215483870967742
FoShan,HuiZhou,1.2403225806451612
HuiZhou,ShenZhen,34.18903225806452
HuiZhou,DongGuan,19.201935483870972
HuiZhou,GuangZhou,9.305806451612902
HuiZhou,FoShan,1.9212903225806455
HuiZhou,ZhongShan,0.7661290322580646
HuiZhou,ZhuHai,0.5377419354838711
HuiZhou,JiangMen,0.43645161290322576
HuiZhou,ZhaoQing,0.4193548387096775
GuangZhou,FoShan,24.656129032258065
GuangZhou,DongGuan,9.010645161290322
GuangZhou,ShenZhen,6.680322580645161
GuangZhou,HuiZhou,3.61
GuangZhou,ZhaoQing,2.896451612903225
GuangZhou,ZhongShan,3.1500000000000012
GuangZhou,JiangMen,2.430645161290323
GuangZhou,ZhuHai,2.0238709677419355
ZhuHai,ZhongShan,39.439354838709676
ZhuHai,GuangZhou,8.880967741935484
ZhuHai,JiangMen,4.57
ZhuHai,ShenZhen,4.809354838709677
ZhuHai,FoShan,3.325483870967742
ZhuHai,DongGuan,2.2883870967741933
ZhuHai,HuiZhou,0.9090322580645162
ZhuHai,ZhaoQing,0.7125806451612903
ZhaoQing,FoShan,29.150322580645163
ZhaoQing,GuangZhou,19.573870967741936
ZhaoQing,DongGuan,3.2474193548387094
ZhaoQing,ShenZhen,2.899677419354839
ZhaoQing,ZhongShan,2.5903225806451613
ZhaoQing,JiangMen,2.4158064516129034
ZhaoQing,ZhuHai,1.0841935483870966
ZhaoQing,HuiZhou,1.1093548387096777
ShenZhen,DongGuan,25.96838709677419
ShenZhen,HuiZhou,16.299999999999997
ShenZhen,GuangZhou,8.47967741935484
ShenZhen,FoShan,2.5422580645161297
ShenZhen,ZhongShan,1.5603225806451613
ShenZhen,ZhuHai,1.328709677419355
ShenZhen,JiangMen,0.8141935483870968
ShenZhen,ZhaoQing,0.5487096774193547
