Origin,Destination,Average_Proportion
JiangMen,FoShan,21.56161290322581
JiangMen,ZhongShan,18.849999999999994
JiangMen,GuangZhou,16.78741935483871
JiangMen,ZhuHai,7.373548387096775
JiangMen,DongGuan,4.048064516129032
JiangMen,ShenZhen,4.141935483870967
JiangMen,ZhaoQing,2.331935483870968
JiangMen,HuiZhou,1.084193548387097
ZhongShan,ZhuHai,31.176774193548393
ZhongShan,FoShan,17.19193548387097
ZhongShan,GuangZhou,12.130645161290323
ZhongShan,JiangMen,10.10193548387097
ZhongShan,DongGuan,3.921290322580645
ZhongShan,ShenZhen,4.289354838709676
ZhongShan,ZhaoQing,1.298064516129032
ZhongShan,HuiZhou,1.025483870967742
DongGuan,ShenZhen,35.78419354838711
DongGuan,GuangZhou,17.416129032258063
DongGuan,HuiZhou,14.149032258064517
DongGuan,FoShan,4.307741935483871
DongGuan,ZhongShan,2.1751612903225808
DongGuan,JiangMen,1.2087096774193549
DongGuan,ZhuHai,0.9009677419354839
DongGuan,ZhaoQing,0.7948387096774191
ZhuHai,ZhongShan,43.59516129032257
ZhuHai,GuangZhou,8.498709677419354
ZhuHai,JiangMen,5.287096774193548
ZhuHai,ShenZhen,4.462258064516129
ZhuHai,FoShan,3.556774193548387
ZhuHai,DongGuan,2.335483870967742
ZhuHai,ZhaoQing,0.6819354838709678
ZhuHai,HuiZhou,0.8654838709677419
ZhaoQing,FoShan,33.25451612903226
ZhaoQing,GuangZhou,21.39709677419355
ZhaoQing,DongGuan,3.5319354838709676
ZhaoQing,JiangMen,2.7458064516129035
ZhaoQing,ShenZhen,2.8490322580645153
ZhaoQing,ZhongShan,2.705806451612903
ZhaoQing,ZhuHai,1.253548387096774
ZhaoQing,HuiZhou,1.097096774193548
ShenZhen,DongGuan,30.9974193548387
ShenZhen,HuiZhou,18.20258064516129
ShenZhen,GuangZhou,9.935806451612905
ShenZhen,FoShan,2.991935483870967
ShenZhen,ZhongShan,1.8651612903225814
ShenZhen,ZhuHai,1.3458064516129031
ShenZhen,JiangMen,0.9438709677419356
ShenZhen,ZhaoQing,0.5193548387096774
HuiZhou,ShenZhen,37.104193548387094
HuiZhou,DongGuan,22.36774193548387
HuiZhou,GuangZhou,10.430645161290323
HuiZhou,FoShan,2.3519354838709665
HuiZhou,ZhongShan,0.9219354838709678
HuiZhou,JiangMen,0.5219354838709678
HuiZhou,ZhuHai,0.5645161290322581
HuiZhou,ZhaoQing,0.40451612903225814
FoShan,GuangZhou,44.65451612903226
FoShan,ZhongShan,8.711290322580645
FoShan,ZhaoQing,7.356451612903225
FoShan,JiangMen,5.996129032258062
FoShan,DongGuan,4.1396774193548405
FoShan,ShenZhen,3.5122580645161294
FoShan,ZhuHai,1.369032258064516
FoShan,HuiZhou,1.3725806451612905
GuangZhou,FoShan,29.08612903225807
GuangZhou,DongGuan,10.785483870967743
GuangZhou,ShenZhen,7.641612903225807
GuangZhou,HuiZhou,3.872580645161291
GuangZhou,ZhongShan,3.726774193548386
GuangZhou,ZhaoQing,2.9112903225806455
GuangZhou,JiangMen,2.9174193548387097
GuangZhou,ZhuHai,1.9703225806451619
