Origin,Destination,Average_Proportion
ZhongShan,ZhuHai,31.115161290322572
ZhongShan,FoShan,17.201290322580654
ZhongShan,GuangZhou,12.044193548387097
ZhongShan,JiangMen,9.963225806451613
ZhongShan,ShenZhen,4.405806451612904
ZhongShan,DongGuan,4.013548387096774
ZhongShan,ZhaoQing,1.298709677419355
ZhongShan,HuiZhou,1.1290322580645165
JiangMen,FoShan,21.397096774193546
JiangMen,ZhongShan,18.997096774193547
JiangMen,GuangZhou,16.925806451612903
JiangMen,ZhuHai,7.473225806451613
JiangMen,ShenZhen,4.2619354838709675
JiangMen,DongGuan,4.077096774193548
JiangMen,ZhaoQing,2.4209677419354834
JiangMen,HuiZhou,1.161935483870968
FoShan,GuangZhou,44.18322580645163
FoShan,ZhongShan,8.819032258064516
FoShan,ZhaoQing,7.523225806451614
FoShan,JiangMen,5.887741935483872
FoShan,DongGuan,4.130967741935483
FoShan,ShenZhen,3.6738709677419354
FoShan,ZhuHai,1.5816129032258062
FoShan,HuiZhou,1.5006451612903227
HuiZhou,ShenZhen,37.11193548387096
HuiZhou,DongGuan,22.824516129032254
HuiZhou,GuangZhou,10.807096774193548
HuiZhou,FoShan,2.407096774193548
HuiZhou,ZhongShan,0.967741935483871
HuiZhou,ZhuHai,0.6119354838709677
HuiZhou,JiangMen,0.5038709677419354
HuiZhou,ZhaoQing,0.45806451612903215
GuangZhou,FoShan,28.679032258064517
GuangZhou,DongGuan,10.880322580645164
GuangZhou,ShenZhen,7.735161290322581
GuangZhou,HuiZhou,4.05
GuangZhou,ZhongShan,3.7022580645161294
GuangZhou,ZhaoQing,3.0387096774193547
GuangZhou,JiangMen,2.6516129032258067
GuangZhou,ZhuHai,2.119354838709677
ZhaoQing,FoShan,33.085161290322574
ZhaoQing,GuangZhou,21.87967741935484
ZhaoQing,DongGuan,3.555483870967742
ZhaoQing,ShenZhen,3.252903225806452
ZhaoQing,JiangMen,2.646451612903226
ZhaoQing,ZhongShan,2.725806451612903
ZhaoQing,ZhuHai,1.3432258064516132
ZhaoQing,HuiZhou,1.1754838709677418
ZhuHai,ZhongShan,42.65741935483871
ZhuHai,GuangZhou,9.126774193548387
ZhuHai,JiangMen,5.041290322580644
ZhuHai,ShenZhen,4.723870967741935
ZhuHai,FoShan,3.983225806451613
ZhuHai,DongGuan,2.676451612903225
ZhuHai,HuiZhou,0.9664516129032259
ZhuHai,ZhaoQing,0.795483870967742
ShenZhen,DongGuan,30.565806451612907
ShenZhen,HuiZhou,18.01774193548387
ShenZhen,GuangZhou,9.979032258064517
ShenZhen,FoShan,3.0935483870967735
ShenZhen,ZhongShan,1.8719354838709679
ShenZhen,ZhuHai,1.3816129032258064
ShenZhen,JiangMen,0.9025806451612904
ShenZhen,ZhaoQing,0.5816129032258064
DongGuan,ShenZhen,35.25774193548387
DongGuan,GuangZhou,17.558709677419355
DongGuan,HuiZhou,14.40032258064516
DongGuan,FoShan,4.321935483870968
DongGuan,ZhongShan,2.175806451612903
DongGuan,JiangMen,1.1693548387096773
DongGuan,ZhuHai,1.0503225806451613
DongGuan,ZhaoQing,0.875806451612903
