Origin,Destination,Average_Proportion
DongGuan,ShenZhen,34.91333333333333
DongGuan,GuangZhou,17.03633333333333
DongGuan,HuiZhou,14.65066666666667
DongGuan,FoShan,4.200333333333334
DongGuan,ZhongShan,2.1246666666666667
DongGuan,ZhaoQing,0.8670000000000002
DongGuan,JiangMen,1.1176666666666668
DongGuan,ZhuHai,0.9826666666666668
HuiZhou,ShenZhen,36.447
HuiZhou,DongGuan,22.886666666666667
HuiZhou,GuangZhou,10.782666666666666
HuiZhou,FoShan,2.404333333333333
HuiZhou,ZhongShan,0.969
HuiZhou,ZhuHai,0.6033333333333334
HuiZhou,JiangMen,0.5063333333333334
HuiZhou,ZhaoQing,0.4496666666666666
FoShan,GuangZhou,43.347
FoShan,ZhongShan,8.735000000000001
FoShan,ZhaoQing,7.686333333333334
FoShan,JiangMen,5.875666666666665
FoShan,DongGuan,4.1160000000000005
FoShan,ShenZhen,3.6020000000000008
FoShan,ZhuHai,1.4896666666666671
FoShan,HuiZhou,1.5776666666666666
GuangZhou,FoShan,28.028999999999996
GuangZhou,DongGuan,10.794
GuangZhou,ShenZhen,7.686333333333331
GuangZhou,HuiZhou,4.214666666666666
GuangZhou,ZhongShan,3.7236666666666665
GuangZhou,ZhaoQing,3.1376666666666666
GuangZhou,JiangMen,2.618333333333333
GuangZhou,ZhuHai,2.1193333333333335
ZhuHai,ZhongShan,43.38866666666666
ZhuHai,GuangZhou,9.090333333333335
ZhuHai,JiangMen,5.170333333333333
ZhuHai,ShenZhen,4.616666666666666
ZhuHai,FoShan,3.806666666666667
ZhuHai,DongGuan,2.6383333333333328
ZhuHai,HuiZhou,0.947
ZhuHai,ZhaoQing,0.7656666666666665
ZhaoQing,FoShan,32.67133333333334
ZhaoQing,GuangZhou,22.043666666666656
ZhaoQing,DongGuan,3.7239999999999993
ZhaoQing,ShenZhen,3.134
ZhaoQing,JiangMen,2.6166666666666667
ZhaoQing,ZhongShan,2.641666666666667
ZhaoQing,ZhuHai,1.3519999999999999
ZhaoQing,HuiZhou,1.2096666666666667
ShenZhen,DongGuan,30.568333333333328
ShenZhen,HuiZhou,18.41833333333334
ShenZhen,GuangZhou,9.853999999999997
ShenZhen,FoShan,3.0076666666666663
ShenZhen,ZhongShan,1.853333333333333
ShenZhen,ZhuHai,1.356666666666667
ShenZhen,JiangMen,0.8819999999999999
ShenZhen,ZhaoQing,0.5673333333333335
ZhongShan,ZhuHai,30.774666666666675
ZhongShan,FoShan,17.040000000000006
ZhongShan,GuangZhou,11.957333333333331
ZhongShan,JiangMen,10.042666666666669
ZhongShan,ShenZhen,4.310333333333333
ZhongShan,DongGuan,4.014666666666666
ZhongShan,ZhaoQing,1.26
ZhongShan,HuiZhou,1.1466666666666667
JiangMen,FoShan,21.01366666666667
JiangMen,ZhongShan,19.166666666666668
JiangMen,GuangZhou,16.512333333333334
JiangMen,ZhuHai,7.428666666666668
JiangMen,DongGuan,4.087333333333334
JiangMen,ShenZhen,4.174
JiangMen,ZhaoQing,2.3960000000000004
JiangMen,HuiZhou,1.1923333333333332
