Origin,Destination,Average_Proportion
DongGuan,ShenZhen,34.624
DongGuan,GuangZhou,16.683
DongGuan,HuiZhou,13.537666666666665
DongGuan,FoShan,4.086666666666668
DongGuan,ZhongShan,2.055
DongGuan,JiangMen,1.1396666666666666
DongGuan,ZhuHai,0.9313333333333335
DongGuan,ZhaoQing,0.9566666666666668
ZhuHai,ZhongShan,41.43266666666666
ZhuHai,GuangZhou,8.789666666666667
ZhuHai,ShenZhen,4.533666666666666
ZhuHai,JiangMen,5.058333333333334
ZhuHai,FoShan,3.5446666666666666
ZhuHai,DongGuan,2.4263333333333335
ZhuHai,HuiZhou,0.8859999999999999
ZhuHai,ZhaoQing,0.8223333333333332
ZhaoQing,FoShan,32.147666666666666
ZhaoQing,GuangZhou,20.903
ZhaoQing,DongGuan,3.5890000000000004
ZhaoQing,ShenZhen,3.1443333333333343
ZhaoQing,ZhongShan,2.8436666666666657
ZhaoQing,JiangMen,2.6086666666666667
ZhaoQing,ZhuHai,1.257333333333333
ZhaoQing,HuiZhou,1.1330000000000002
ShenZhen,DongGuan,29.43433333333333
ShenZhen,HuiZhou,17.105
ShenZhen,GuangZhou,9.431000000000004
ShenZhen,FoShan,2.879666666666666
ShenZhen,ZhongShan,1.758
ShenZhen,ZhuHai,1.343
ShenZhen,JiangMen,0.8816666666666667
ShenZhen,ZhaoQing,0.629
HuiZhou,ShenZhen,36.784
HuiZhou,DongGuan,22.09666666666666
HuiZhou,GuangZhou,9.872999999999998
HuiZhou,FoShan,2.1883333333333335
HuiZhou,ZhongShan,0.8960000000000002
HuiZhou,JiangMen,0.5073333333333332
HuiZhou,ZhuHai,0.5670000000000001
HuiZhou,ZhaoQing,0.48433333333333334
FoShan,GuangZhou,42.989999999999995
FoShan,ZhongShan,8.430666666666665
FoShan,ZhaoQing,7.740333333333333
FoShan,JiangMen,5.5550000000000015
FoShan,DongGuan,3.8753333333333333
FoShan,ShenZhen,3.4773333333333323
FoShan,HuiZhou,1.3463333333333334
FoShan,ZhuHai,1.4089999999999998
GuangZhou,FoShan,27.785333333333337
GuangZhou,DongGuan,10.417666666666667
GuangZhou,ShenZhen,7.557666666666666
GuangZhou,ZhongShan,3.597
GuangZhou,HuiZhou,3.699
GuangZhou,ZhaoQing,3.0980000000000003
GuangZhou,JiangMen,2.568666666666666
GuangZhou,ZhuHai,2.043333333333333
JiangMen,FoShan,20.421666666666663
JiangMen,ZhongShan,18.37366666666667
JiangMen,GuangZhou,15.945333333333336
JiangMen,ZhuHai,7.497000000000001
JiangMen,DongGuan,3.865666666666667
JiangMen,ShenZhen,4.041666666666666
JiangMen,ZhaoQing,2.4949999999999997
JiangMen,HuiZhou,1.0766666666666667
ZhongShan,ZhuHai,30.822999999999997
ZhongShan,FoShan,16.31233333333334
ZhongShan,GuangZhou,11.47
ZhongShan,JiangMen,9.60233333333333
ZhongShan,ShenZhen,4.163333333333332
ZhongShan,DongGuan,3.6876666666666664
ZhongShan,ZhaoQing,1.5139999999999998
ZhongShan,HuiZhou,0.9913333333333333
