Origin,Destination,Average_Proportion
ZhongShan,ZhuHai,32.05
ZhongShan,FoShan,17.136774193548387
ZhongShan,JiangMen,10.470967741935485
ZhongShan,GuangZhou,11.194838709677422
ZhongShan,ShenZhen,5.3767741935483855
ZhongShan,DongGuan,3.447741935483872
ZhongShan,ZhaoQing,1.2664516129032257
ZhongShan,HuiZhou,1.0074193548387096
JiangMen,FoShan,21.26709677419355
JiangMen,ZhongShan,19.929354838709674
JiangMen,GuangZhou,15.755806451612905
JiangMen,ZhuHai,7.961290322580645
JiangMen,ShenZhen,4.563870967741935
JiangMen,DongGuan,3.745806451612903
JiangMen,ZhaoQing,2.4412903225806457
JiangMen,HuiZhou,1.064516129032258
DongGuan,ShenZhen,36.08451612903226
DongGuan,GuangZhou,17.508709677419354
DongGuan,HuiZhou,14.780000000000003
DongGuan,FoShan,4.031612903225806
DongGuan,ZhongShan,2.0596774193548386
DongGuan,JiangMen,1.1706451612903228
DongGuan,ZhuHai,0.958064516129032
DongGuan,ZhaoQing,0.8545161290322578
FoShan,GuangZhou,45.23516129032257
FoShan,ZhongShan,8.916451612903229
FoShan,ZhaoQing,7.899677419354839
FoShan,JiangMen,6.18741935483871
FoShan,DongGuan,3.6877419354838707
FoShan,ShenZhen,3.3580645161290326
FoShan,ZhuHai,1.3070967741935484
FoShan,HuiZhou,1.3435483870967744
HuiZhou,ShenZhen,37.94225806451613
HuiZhou,DongGuan,22.709677419354843
HuiZhou,GuangZhou,10.037741935483872
HuiZhou,FoShan,2.116774193548387
HuiZhou,ZhongShan,0.9190322580645162
HuiZhou,ZhuHai,0.586774193548387
HuiZhou,JiangMen,0.502258064516129
HuiZhou,ZhaoQing,0.40322580645161293
GuangZhou,FoShan,29.719032258064516
GuangZhou,DongGuan,10.734193548387097
GuangZhou,ShenZhen,7.69451612903226
GuangZhou,HuiZhou,3.994516129032258
GuangZhou,ZhongShan,3.74741935483871
GuangZhou,ZhaoQing,3.090967741935484
GuangZhou,JiangMen,2.7812903225806456
GuangZhou,ZhuHai,2.0251612903225813
ZhuHai,ZhongShan,43.85677419354839
ZhuHai,GuangZhou,8.407741935483871
ZhuHai,JiangMen,5.8858064516129005
ZhuHai,ShenZhen,5.09258064516129
ZhuHai,FoShan,3.4796774193548394
ZhuHai,DongGuan,2.307741935483871
ZhuHai,HuiZhou,0.8880645161290323
ZhuHai,ZhaoQing,0.6703225806451613
ZhaoQing,FoShan,33.321290322580644
ZhaoQing,GuangZhou,21.059999999999995
ZhaoQing,DongGuan,3.361935483870967
ZhaoQing,ShenZhen,2.9319354838709684
ZhaoQing,JiangMen,2.835483870967742
ZhaoQing,ZhongShan,2.7590322580645164
ZhaoQing,ZhuHai,1.0970967741935482
ZhaoQing,HuiZhou,1.0603225806451613
ShenZhen,DongGuan,30.68225806451612
ShenZhen,HuiZhou,18.434838709677415
ShenZhen,GuangZhou,9.743225806451614
ShenZhen,FoShan,2.913548387096775
ShenZhen,ZhongShan,2.4061290322580646
ShenZhen,ZhuHai,1.581612903225807
ShenZhen,JiangMen,1.046451612903226
ShenZhen,ZhaoQing,0.5438709677419356
