city,closeness_flow,betweenness_flow
DongGuan,50.250227797266156,0.10714285714285714
FoShan,62.37961687185435,0.6785714285714285
GuangZhou,61.11705233368112,0.5357142857142857
HuiZhou,38.151367918921814,0.0
JiangMen,31.64372275654073,0.0
ShenZhen,46.20488340209006,0.125
ZhaoQing,33.44663159673965,0.0
ZhongShan,41.26538126681036,0.25
ZhuHai,32.08400112400518,0.0
