Origin,Destination,scaled_flow
JiangMen,FoShan,38.62360681469721
JiangMen,ZhongShan,33.76625819806451
JiangMen,GuangZhou,30.071529783271604
JiangMen,ZhuHai,13.208336269211243
JiangMen,DongGuan,7.25135234238918
JiangMen,ShenZhen,7.419504667804373
JiangMen,ZhaoQing,4.177227355417275
JiangMen,HuiZhou,1.9421304663933414
ZhongShan,ZhuHai,114.1993761633965
ZhongShan,FoShan,62.97342679236213
ZhongShan,GuangZhou,44.43410666154007
ZhongShan,JiangMen,37.003017795846
ZhongShan,DongGuan,14.363542097531736
ZhongShan,ShenZhen,15.711748870588965
ZhongShan,ZhaoQing,4.754762537057231
ZhongShan,HuiZhou,3.7563096683163373
DongGuan,ShenZhen,267.95284747357346
DongGuan,GuangZhou,130.41236656208116
DongGuan,HuiZhou,105.94827231239125
DongGuan,FoShan,32.25646866216025
DongGuan,ZhongShan,16.28765674621436
DongGuan,JiangMen,9.050845295575442
DongGuan,ZhuHai,6.746466749544226
DongGuan,ZhaoQing,5.951770165011444
ZhuHai,ZhongShan,104.56654328222683
ZhuHai,GuangZhou,20.384847011088446
ZhuHai,JiangMen,12.681532016690946
ZhuHai,ShenZhen,10.703089224337148
ZhuHai,FoShan,8.531212447592091
ZhuHai,DongGuan,5.601848187970863
ZhuHai,ZhaoQing,1.635677772012487
ZhuHai,HuiZhou,2.0759335204869926
ZhaoQing,FoShan,47.032930167621224
ZhaoQing,GuangZhou,30.26260115966285
ZhaoQing,DongGuan,4.995329786934443
ZhaoQing,JiangMen,3.8834822491904264
ZhaoQing,ShenZhen,4.0294778224682615
ZhaoQing,ZhongShan,3.8269089645452645
ZhaoQing,ZhuHai,1.7729337429927154
ZhaoQing,HuiZhou,1.5516592022434956
ShenZhen,DongGuan,279.4048361558709
ShenZhen,HuiZhou,164.07459616412905
ShenZhen,GuangZhou,89.55946757729033
ShenZhen,FoShan,26.96873678709677
ShenZhen,ZhongShan,16.81220874425807
ShenZhen,ZhuHai,12.130843113290322
ShenZhen,JiangMen,8.50787319019355
ShenZhen,ZhaoQing,4.681365630967742
HuiZhou,ShenZhen,151.63470839050984
HuiZhou,DongGuan,91.41085417523412
HuiZhou,GuangZhou,42.62719887159209
HuiZhou,FoShan,9.611718168324655
HuiZhou,ZhongShan,3.767698604453694
HuiZhou,JiangMen,2.13300781735692
HuiZhou,ZhuHai,2.3070232882414152
HuiZhou,ZhaoQing,1.6531469734027056
FoShan,GuangZhou,320.1425357407492
FoShan,ZhongShan,62.45403186961499
FoShan,ZhaoQing,52.74075899968782
FoShan,JiangMen,42.98817050147761
FoShan,DongGuan,29.678673985660783
FoShan,ShenZhen,25.180503573277836
FoShan,ZhuHai,9.815030966659728
FoShan,HuiZhou,9.840470490842872
GuangZhou,FoShan,315.7853556714258
GuangZhou,DongGuan,117.09697968074927
GuangZhou,ShenZhen,82.96426952765873
GuangZhou,HuiZhou,42.04424229302812
GuangZhou,ZhongShan,40.46123541952134
GuangZhou,ZhaoQing,31.607604056191477
GuangZhou,JiangMen,31.674146380520302
GuangZhou,ZhuHai,21.391606157918847
