Origin,Destination,scaled_flow
JiangMen,FoShan,40.097922127560004
JiangMen,ZhongShan,35.29410331392
JiangMen,GuangZhou,31.028146312679997
JiangMen,ZhuHai,13.283890713719998
JiangMen,ShenZhen,8.6770718892
JiangMen,DongGuan,7.7166969422400005
JiangMen,ZhaoQing,5.006003013
JiangMen,HuiZhou,2.30502947796
ZhongShan,ZhuHai,118.9242675648
ZhongShan,FoShan,64.3562676288
ZhongShan,GuangZhou,44.132135356799985
ZhongShan,JiangMen,38.096744702399995
ZhongShan,ShenZhen,21.019030909199998
ZhongShan,DongGuan,14.657187725999997
ZhongShan,ZhaoQing,5.8084663356
ZhongShan,HuiZhou,4.3580085552000005
ShenZhen,DongGuan,287.14576788
ShenZhen,HuiZhou,169.30274369759996
ShenZhen,GuangZhou,92.64614960880003
ShenZhen,FoShan,28.4447530386
ShenZhen,ZhongShan,24.154222307400005
ShenZhen,ZhuHai,14.320645662599997
ShenZhen,JiangMen,9.7169861358
ShenZhen,ZhaoQing,6.079362255
ZhaoQing,FoShan,54.95845367232
ZhaoQing,GuangZhou,34.984895362559996
ZhaoQing,DongGuan,5.9337743097599995
ZhaoQing,ShenZhen,4.886968014719999
ZhaoQing,ZhongShan,4.768472237759998
ZhaoQing,JiangMen,4.56517616544
ZhaoQing,HuiZhou,1.9329974611199996
ZhaoQing,ZhuHai,2.0149897996800004
ZhuHai,ZhongShan,103.38828812928001
ZhuHai,GuangZhou,20.832346393919998
ZhuHai,JiangMen,12.357133372800002
ZhuHai,ShenZhen,12.218289177599999
ZhuHai,FoShan,8.810889281279996
ZhuHai,DongGuan,6.225120328319999
ZhuHai,HuiZhou,2.30563037088
ZhuHai,ZhaoQing,1.9438187328000007
GuangZhou,FoShan,321.28067680236
GuangZhou,DongGuan,122.07597680376
GuangZhou,ShenZhen,85.63015066176
GuangZhou,HuiZhou,46.073760962399994
GuangZhou,ZhongShan,41.220814059
GuangZhou,ZhaoQing,36.53158102704
GuangZhou,JiangMen,30.314351861640006
GuangZhou,ZhuHai,22.413208590000004
FoShan,GuangZhou,329.2033288049999
FoShan,ZhaoQing,62.080712811
FoShan,ZhongShan,64.712679876
FoShan,JiangMen,44.909396649000016
FoShan,DongGuan,29.581753968000005
FoShan,ShenZhen,26.361159786
FoShan,ZhuHai,10.473413768999999
FoShan,HuiZhou,10.979062613999997
HuiZhou,ShenZhen,158.81207467319996
HuiZhou,DongGuan,99.12687186311999
HuiZhou,GuangZhou,46.60497328535998
HuiZhou,FoShan,10.20050923032
HuiZhou,ZhongShan,4.3105813156799995
HuiZhou,ZhaoQing,2.3682699712799997
HuiZhou,ZhuHai,2.5857488476800006
HuiZhou,JiangMen,2.3817686601599997
DongGuan,ShenZhen,282.46031114112
DongGuan,GuangZhou,139.05352844207997
DongGuan,HuiZhou,116.59175017056002
DongGuan,FoShan,33.30549246527999
DongGuan,ZhongShan,17.106092892000003
DongGuan,JiangMen,9.337251692159999
DongGuan,ZhuHai,7.8927371812799985
DongGuan,ZhaoQing,7.7857361064
