Origin,Destination,scaled_flow
ZhongShan,ZhuHai,122.82334617483872
ZhongShan,FoShan,65.67226050216026
ZhongShan,JiangMen,40.127279118668056
ZhongShan,GuangZhou,42.901327619662865
ZhongShan,ShenZhen,20.6050982239667
ZhongShan,DongGuan,13.21258038263476
ZhongShan,ZhaoQing,4.853348669744016
ZhongShan,HuiZhou,3.8606744512507807
JiangMen,FoShan,40.305587584832466
JiangMen,ZhongShan,37.77028738288033
JiangMen,GuangZhou,29.860542021689906
JiangMen,ZhuHai,15.088306965078043
JiangMen,ShenZhen,8.649488125685743
JiangMen,DongGuan,7.099085108528615
JiangMen,ZhaoQing,4.6267547452070765
JiangMen,HuiZhou,2.017480266805411
DongGuan,ShenZhen,279.45268412860776
DongGuan,GuangZhou,135.59433352209365
DongGuan,HuiZhou,114.4621326402581
DongGuan,FoShan,31.222395864899063
DongGuan,ZhongShan,15.950951960104058
DongGuan,JiangMen,9.065936517340273
DongGuan,ZhuHai,7.419628398043703
DongGuan,ZhaoQing,6.617708965123828
FoShan,GuangZhou,342.68541401331936
FoShan,ZhongShan,67.54785050697193
FoShan,ZhaoQing,59.8451326314256
FoShan,JiangMen,46.87367752882414
FoShan,DongGuan,27.937014832882415
FoShan,ShenZhen,25.43949653694069
FoShan,ZhuHai,9.902097979604578
FoShan,HuiZhou,10.178242370447451
HuiZhou,ShenZhen,165.57053254565247
HuiZhou,DongGuan,99.09935718293448
HuiZhou,GuangZhou,43.80219740712176
HuiZhou,FoShan,9.237073605602498
HuiZhou,ZhongShan,4.010427110996879
HuiZhou,ZhuHai,2.5605359476670135
HuiZhou,JiangMen,2.191728680878252
HuiZhou,ZhaoQing,1.759576654526535
GuangZhou,FoShan,333.5617792111842
GuangZhou,DongGuan,120.47891288336315
GuangZhou,ShenZhen,86.3620479927534
GuangZhou,HuiZhou,44.83382552694693
GuangZhou,ZhongShan,42.06044990281374
GuangZhou,ZhaoQing,34.692539465331954
GuangZhou,JiangMen,31.216768448141526
GuangZhou,ZhuHai,22.73009421450157
ZhuHai,ZhongShan,110.8101792192799
ZhuHai,GuangZhou,21.243317773186263
ZhuHai,JiangMen,14.87130049453485
ZhuHai,ShenZhen,12.867106264782514
ZhuHai,FoShan,8.791884162805411
ZhuHai,DongGuan,5.830827783508844
ZhuHai,HuiZhou,2.243817289348595
ZhuHai,ZhaoQing,1.6936623055816853
ZhaoQing,FoShan,52.22062185969615
ZhaoQing,GuangZhou,33.00491324670967
ZhaoQing,DongGuan,5.268774405802288
ZhaoQing,ShenZhen,4.594884914060355
ZhaoQing,JiangMen,4.443727406160249
ZhaoQing,ZhongShan,4.323913595550469
ZhaoQing,ZhuHai,1.7193534594255981
ZhaoQing,HuiZhou,1.6617214998917793
ShenZhen,DongGuan,286.0002067542143
ShenZhen,HuiZhou,171.83766824990627
ShenZhen,GuangZhou,90.8200625012279
ShenZhen,FoShan,27.158217603995848
ShenZhen,ZhongShan,22.42838187646202
ShenZhen,ZhuHai,14.742774680291369
ShenZhen,JiangMen,9.754346535359003
ShenZhen,ZhaoQing,5.069614136441208
