Origin,Destination,net_flow
JiangMen,GuangZhou,0.7137944510399912
JiangMen,ZhuHai,0.9267573409199965
JiangMen,ZhaoQing,0.44082684756000035
ZhongShan,ZhuHai,15.535979435520005
ZhongShan,GuangZhou,2.9113212977999936
ZhongShan,JiangMen,2.802641388480005
ZhongShan,ZhaoQing,1.039994097840002
ZhongShan,HuiZhou,0.047427239520000164
ShenZhen,DongGuan,4.685456738880021
ShenZhen,HuiZhou,10.490669024400006
ShenZhen,GuangZhou,7.015998947040046
ShenZhen,FoShan,2.0835932525999965
ShenZhen,ZhongShan,3.1351913982000035
ShenZhen,ZhuHai,2.1023564849999943
ShenZhen,JiangMen,1.0399142465999986
ShenZhen,ZhaoQing,1.1923942402800014
ZhaoQing,ZhuHai,0.07117106687999963
GuangZhou,ZhaoQing,1.5466856644799947
GuangZhou,ZhuHai,1.5808621960800018
FoShan,GuangZhou,7.922652002639893
FoShan,ZhaoQing,7.1222591386800005
FoShan,ZhongShan,0.356412247199998
FoShan,JiangMen,4.811474521440019
FoShan,ZhuHai,1.6625244877200043
FoShan,HuiZhou,0.7785533836799967
HuiZhou,GuangZhou,0.5312123229599806
HuiZhou,ZhaoQing,0.4352725101600001
HuiZhou,ZhuHai,0.2801184768000011
HuiZhou,JiangMen,0.07673918220000031
DongGuan,GuangZhou,16.977551638319966
DongGuan,HuiZhou,17.464878307440017
DongGuan,FoShan,3.723738497279985
DongGuan,ZhongShan,2.4489051660000065
DongGuan,JiangMen,1.620554749920001
DongGuan,ZhuHai,1.6676168529599993
DongGuan,ZhaoQing,1.8519617966399995
