Origin,Destination,net_flow
ZhongShan,ZhuHai,12.013166955558816
ZhongShan,JiangMen,2.356991735787723
ZhongShan,GuangZhou,0.8408777168491355
ZhongShan,ZhaoQing,0.5294350741935476
JiangMen,ZhuHai,0.21700647054319333
JiangMen,ZhaoQing,0.1830273390468271
DongGuan,GuangZhou,15.115420638730484
DongGuan,HuiZhou,15.362775457323622
DongGuan,FoShan,3.2853810320166517
DongGuan,ZhongShan,2.738371577469298
DongGuan,JiangMen,1.9668514088116575
DongGuan,ZhuHai,1.5888006145348594
DongGuan,ZhaoQing,1.34893455932154
FoShan,GuangZhou,9.123634802135143
FoShan,ZhongShan,1.87559000481167
FoShan,ZhaoQing,7.624510771729447
FoShan,JiangMen,6.568089943991666
FoShan,ZhuHai,1.1102138167991669
FoShan,HuiZhou,0.9411687648449529
HuiZhou,ZhongShan,0.14975265974609853
HuiZhou,ZhuHai,0.3167186583184183
HuiZhou,JiangMen,0.17424841407284086
HuiZhou,ZhaoQing,0.09785515463475569
GuangZhou,HuiZhou,1.0316281198251716
GuangZhou,ZhaoQing,1.6876262186222846
GuangZhou,JiangMen,1.3562264264516237
GuangZhou,ZhuHai,1.4867764413153068
ZhaoQing,ZhuHai,0.02569115384391263
ShenZhen,DongGuan,6.547522625606518
ShenZhen,HuiZhou,6.267135704253803
ShenZhen,GuangZhou,4.458014508474491
ShenZhen,FoShan,1.7187210670551565
ShenZhen,ZhongShan,1.82328365249532
ShenZhen,ZhuHai,1.875668415508855
ShenZhen,JiangMen,1.1048584096732608
ShenZhen,ZhaoQing,0.47472922238085324
