Origin,Destination,net_flow
JiangMen,GuangZhou,1.0304240532237543
JiangMen,ZhuHai,1.7440067876628635
JiangMen,ShenZhen,1.2743599847075995
JiangMen,ZhaoQing,0.24899340257232172
JiangMen,HuiZhou,0.13485182422476738
ZhongShan,ZhuHai,17.70466021503431
ZhongShan,GuangZhou,3.3172039961082476
ZhongShan,JiangMen,3.566880214688858
ZhongShan,HuiZhou,0.12200499024349565
ZhongShan,ZhaoQing,0.4511684959791902
ZhaoQing,ShenZhen,0.21324006696774145
ZhaoQing,ZhuHai,0.3119381728407906
ZhaoQing,HuiZhou,0.19287715246201786
ShenZhen,HuiZhou,11.626717444070806
ShenZhen,GuangZhou,0.19728068231425766
ShenZhen,ZhongShan,5.133215633469305
ShenZhen,ZhuHai,2.3484468797419424
FoShan,GuangZhou,18.813494227092633
FoShan,ZhongShan,0.29124905473047136
FoShan,ZhaoQing,6.619220017173781
FoShan,JiangMen,6.827836616616004
FoShan,ShenZhen,0.24814341200416123
FoShan,HuiZhou,1.9586934819271544
FoShan,ZhuHai,3.2545747586847042
HuiZhou,ZhuHai,0.616398563238294
GuangZhou,HuiZhou,4.697398043063423
GuangZhou,ZhaoQing,0.10850880024973719
GuangZhou,ZhuHai,3.6931378212486976
DongGuan,ShenZhen,5.569649427708612
DongGuan,GuangZhou,20.247532650318476
DongGuan,HuiZhou,28.263679229856336
DongGuan,FoShan,4.157626065789813
DongGuan,ZhongShan,3.894768305044728
DongGuan,JiangMen,1.843417868853276
DongGuan,ZhuHai,2.693550564112381
DongGuan,ZhaoQing,1.1602377580270575
