Origin,Destination,net_flow
ZhongShan,ZhuHai,16.792625760124807
ZhongShan,GuangZhou,4.3238966754006185
ZhongShan,JiangMen,2.4518524770280905
ZhongShan,ZhaoQing,0.7062663940145706
ZhongShan,HuiZhou,0.09450516961498501
JiangMen,GuangZhou,1.956864951009365
JiangMen,ZhuHai,2.029215654018733
JiangMen,ZhaoQing,0.40991492626014736
FoShan,GuangZhou,4.851747963758726
FoShan,ZhongShan,0.20495747796456953
FoShan,ZhaoQing,4.2073453728449834
FoShan,JiangMen,3.989953779920924
FoShan,ZhuHai,2.352540213814777
FoShan,HuiZhou,0.7644959302476622
HuiZhou,GuangZhou,1.3112950470967846
HuiZhou,ZhuHai,0.3580977556170648
HuiZhou,JiangMen,0.011007280657648
HuiZhou,ZhaoQing,0.15295990236836632
GuangZhou,ZhuHai,2.107025212532765
ZhaoQing,GuangZhou,0.1258555218855335
ZhaoQing,ZhuHai,0.21403345530905193
ShenZhen,DongGuan,13.909433118480706
ShenZhen,HuiZhou,10.694347943038508
ShenZhen,GuangZhou,8.015899575221638
ShenZhen,FoShan,2.2457101219604425
ShenZhen,ZhongShan,1.120057827546301
ShenZhen,ZhuHai,1.8783196748054092
ShenZhen,JiangMen,0.6280457914339213
ShenZhen,ZhaoQing,0.4368406728324654
DongGuan,GuangZhou,16.683878353935484
DongGuan,HuiZhou,15.49236789878465
DongGuan,FoShan,3.6123629196587075
DongGuan,ZhongShan,2.045201872345473
DongGuan,JiangMen,1.7034827438959415
DongGuan,ZhuHai,1.979207261756506
DongGuan,ZhaoQing,1.4174881010072848
