Origin,Destination,net_flow
FoShan,ZhaoQing,14.27562274000001
FoShan,JiangMen,10.887526992000012
FoShan,ZhuHai,2.6761060279999977
FoShan,HuiZhou,0.9576771000000015
HuiZhou,ZhuHai,0.9510145359999997
HuiZhou,JiangMen,0.08879386399999989
HuiZhou,ZhaoQing,0.1941347879999995
ZhaoQing,ZhuHai,0.22041347199999972
ShenZhen,DongGuan,22.102478655999903
ShenZhen,HuiZhou,75.03960388799996
ShenZhen,GuangZhou,18.707684044000004
ShenZhen,FoShan,10.080309272000004
ShenZhen,ZhongShan,9.230476751999994
ShenZhen,ZhuHai,9.427380352000004
ShenZhen,JiangMen,3.235016024000002
ShenZhen,ZhaoQing,1.859622665345718
ZhuHai,ZhongShan,9.610220963999993
ZhuHai,JiangMen,0.6331315957526549
DongGuan,GuangZhou,25.277167260000084
DongGuan,HuiZhou,45.216222904000006
DongGuan,FoShan,8.198190847999996
DongGuan,ZhongShan,3.62687152
DongGuan,JiangMen,3.6899020080000025
DongGuan,ZhuHai,4.484245752000005
DongGuan,ZhaoQing,2.6577529160000015
GuangZhou,FoShan,41.37738760799988
GuangZhou,HuiZhou,7.382191505550907
GuangZhou,ZhaoQing,9.111850011999998
GuangZhou,JiangMen,8.109406784000008
GuangZhou,ZhuHai,7.3509187720000035
ZhongShan,FoShan,3.0142076799999984
ZhongShan,GuangZhou,0.1094071999999997
ZhongShan,JiangMen,5.64459615200002
ZhongShan,ZhaoQing,1.3919525439999987
ZhongShan,HuiZhou,0.1354907600000015
JiangMen,ZhaoQing,0.1326701159999999
