Origin,Destination,net_flow
DongGuan,GuangZhou,16.46798128271996
DongGuan,HuiZhou,20.401660277280016
DongGuan,FoShan,3.818919181680002
DongGuan,ZhongShan,2.166030558720003
DongGuan,ZhaoQing,1.3424862650400025
DongGuan,JiangMen,1.7481944231999966
DongGuan,ZhuHai,1.740252206520002
HuiZhou,ZhuHai,0.3785163749999998
HuiZhou,JiangMen,0.041941287360000246
HuiZhou,ZhaoQing,0.08941348547999972
FoShan,GuangZhou,2.514351948479998
FoShan,ZhongShan,0.18313787339998555
FoShan,ZhaoQing,6.7140242470799905
FoShan,JiangMen,5.712482170079973
FoShan,ZhuHai,2.0200782466800042
FoShan,HuiZhou,1.2966648911999972
GuangZhou,HuiZhou,1.0019639347199885
GuangZhou,ZhaoQing,1.5936294783600218
GuangZhou,ZhuHai,2.4074963931599918
ZhaoQing,ZhuHai,0.27526231620000075
ShenZhen,DongGuan,6.513145664400099
ShenZhen,HuiZhou,16.432242697080085
ShenZhen,GuangZhou,6.1918022365200045
ShenZhen,FoShan,1.8876940948799934
ShenZhen,ZhongShan,1.2891984800399996
ShenZhen,ZhuHai,1.853938278000001
ShenZhen,JiangMen,0.8064452512799978
ShenZhen,ZhaoQing,0.5395980816000012
ZhongShan,ZhuHai,13.115441114640092
ZhongShan,GuangZhou,3.1567972482
ZhongShan,JiangMen,3.421933800479998
ZhongShan,ZhaoQing,0.7236017747999988
ZhongShan,HuiZhou,0.12801937355999993
JiangMen,GuangZhou,0.2642991559200034
JiangMen,ZhuHai,1.152649764360003
JiangMen,ZhaoQing,0.31886566848000086
