Origin,Destination,scaled_flow
JiangMen,FoShan,42.30816708556921
JiangMen,GuangZhou,34.11588060861604
JiangMen,ZhongShan,37.191134613877225
JiangMen,ZhuHai,15.032244339496367
JiangMen,ShenZhen,12.64644018625599
JiangMen,DongGuan,8.342622905132155
JiangMen,ZhaoQing,4.809367223325704
JiangMen,HuiZhou,2.8794670290280964
ZhongShan,ZhuHai,129.3163025053111
ZhongShan,FoShan,67.46500657374818
ZhongShan,GuangZhou,48.829817186447464
ZhongShan,JiangMen,40.75801482856608
ZhongShan,ShenZhen,35.08168692111134
ZhongShan,DongGuan,16.264470599887623
ZhongShan,HuiZhou,6.421910228803329
ZhongShan,ZhaoQing,5.399646967891782
ZhaoQing,FoShan,54.3288843769823
ZhaoQing,GuangZhou,37.394719323059306
ZhaoQing,DongGuan,6.222361346222684
ZhaoQing,ShenZhen,6.167576885806451
ZhaoQing,ZhongShan,4.9484784719125905
ZhaoQing,JiangMen,4.560373820753382
ZhaoQing,ZhuHai,2.569102854255983
ZhaoQing,HuiZhou,2.685015238926118
ZhuHai,ZhongShan,111.61164229027679
ZhuHai,GuangZhou,26.89210352592299
ZhuHai,ShenZhen,18.175326891096766
ZhuHai,JiangMen,13.288237551833504
ZhuHai,FoShan,11.265218584258063
ZhuHai,DongGuan,7.766145036636838
ZhuHai,HuiZhou,3.3304886336566075
ZhuHai,ZhaoQing,2.257164681415192
ShenZhen,DongGuan,297.2172539496774
ShenZhen,HuiZhou,190.58318593548387
ShenZhen,GuangZhou,102.14518637264514
ShenZhen,ZhongShan,40.21490255458065
ShenZhen,FoShan,32.53606545135483
ShenZhen,ZhuHai,20.52377377083871
ShenZhen,JiangMen,11.37208020154839
ShenZhen,ZhaoQing,5.954336818838709
FoShan,GuangZhou,351.45517012984794
FoShan,ZhongShan,67.75625562847866
FoShan,ZhaoQing,60.94810439415608
FoShan,JiangMen,49.136003702185214
FoShan,ShenZhen,32.78420886335899
FoShan,DongGuan,32.1837349284412
FoShan,HuiZhou,16.724311076228922
FoShan,ZhuHai,14.519793342942767
HuiZhou,ShenZhen,178.95646849141306
HuiZhou,DongGuan,113.1732976784142
HuiZhou,GuangZhou,61.434381264462026
HuiZhou,FoShan,14.765617594301768
HuiZhou,ZhongShan,6.299905238559833
HuiZhou,ZhuHai,3.9468871968949015
HuiZhou,JiangMen,2.7446152048033294
HuiZhou,ZhaoQing,2.4921380864640996
GuangZhou,FoShan,332.6416759027553
GuangZhou,DongGuan,129.09806875142553
GuangZhou,ShenZhen,101.94790569033087
GuangZhou,HuiZhou,66.13177930752545
GuangZhou,ZhongShan,45.51261319033921
GuangZhou,ZhaoQing,37.503228123309036
GuangZhou,JiangMen,33.085456555392284
GuangZhou,ZhuHai,30.58524134717169
DongGuan,ShenZhen,302.786903377386
DongGuan,GuangZhou,149.345601401744
DongGuan,HuiZhou,141.43697690827054
DongGuan,FoShan,36.34136099423101
DongGuan,ZhongShan,20.15923890493235
DongGuan,JiangMen,10.18604077398543
DongGuan,ZhuHai,10.459695600749221
DongGuan,ZhaoQing,7.382599104249741
