Origin,Destination,net_flow
HuiZhou,GuangZhou,0.2590466197098422
HuiZhou,ZhaoQing,1.4425557768085593
HuiZhou,JiangMen,0.1750248454601664
HuiZhou,ZhuHai,0.5298265819690835
FoShan,GuangZhou,1.1552489994864175
FoShan,ZhaoQing,0.7116172489797634
FoShan,JiangMen,2.463448044071356
FoShan,HuiZhou,0.23565086017597991
FoShan,ZhuHai,2.9334346553579067
GuangZhou,ZhaoQing,0.8343692269726546
GuangZhou,ZhuHai,4.547299173303202
ZhuHai,ZhaoQing,0.27293736769084553
ShenZhen,HuiZhou,14.240765039971535
ShenZhen,GuangZhou,15.380054935961965
ShenZhen,FoShan,5.090327338302032
ShenZhen,ZhaoQing,3.1228379177265158
ShenZhen,JiangMen,1.4954676181212854
ShenZhen,ZhuHai,4.423561816537452
ShenZhen,ZhongShan,0.585770905712252
DongGuan,ShenZhen,7.000402249498137
DongGuan,GuangZhou,34.51157070189774
DongGuan,HuiZhou,26.17046670366709
DongGuan,FoShan,10.521374357579077
DongGuan,ZhongShan,1.986804565769324
DongGuan,ZhuHai,3.9209517939595706
DongGuan,JiangMen,2.5693070688941706
DongGuan,ZhaoQing,4.6668551613602824
ZhongShan,ZhuHai,21.56792549299405
ZhongShan,GuangZhou,9.05038770751964
ZhongShan,FoShan,4.804611233393572
ZhongShan,JiangMen,3.4475196903923973
ZhongShan,ZhaoQing,2.4078658752770563
ZhongShan,HuiZhou,0.283790751281809
JiangMen,GuangZhou,2.440520625189052
JiangMen,ZhuHai,2.279869440656352
JiangMen,ZhaoQing,1.6714389843139097
