Origin,Destination,net_flow
JiangMen,ZhuHai,0.5268042525202983
JiangMen,ZhaoQing,0.2937451062268499
ZhongShan,ZhuHai,9.632832881169648
ZhongShan,FoShan,0.5193949227471464
ZhongShan,GuangZhou,3.9728712420187335
ZhongShan,JiangMen,3.236759597781486
ZhongShan,ZhaoQing,0.9278535725119661
DongGuan,GuangZhou,13.315386881331875
DongGuan,HuiZhou,14.537418137157118
DongGuan,FoShan,2.577794676499469
DongGuan,ZhongShan,1.9241146486826235
DongGuan,JiangMen,1.7994929531862622
DongGuan,ZhuHai,1.1446185615733624
DongGuan,ZhaoQing,0.9564403780770014
ZhaoQing,ZhuHai,0.13725597098022835
ShenZhen,DongGuan,11.45198868229744
ShenZhen,HuiZhou,12.439887773619205
ShenZhen,GuangZhou,6.595198049631605
ShenZhen,FoShan,1.7882332138189305
ShenZhen,ZhongShan,1.100459873669104
ShenZhen,ZhuHai,1.4277538889531733
ShenZhen,JiangMen,1.0883685223891773
ShenZhen,ZhaoQing,0.6518878084994801
HuiZhou,GuangZhou,0.582956578563973
HuiZhou,ZhongShan,0.011388936137357142
HuiZhou,JiangMen,0.19087735096357883
HuiZhou,ZhuHai,0.23108976775442258
HuiZhou,ZhaoQing,0.10148777115920993
FoShan,GuangZhou,4.3571800693234195
FoShan,ZhaoQing,5.707828832066603
FoShan,JiangMen,4.3645636867804
FoShan,ZhuHai,1.283818519067637
FoShan,HuiZhou,0.22875232251821664
GuangZhou,ZhaoQing,1.34500289652863
GuangZhou,JiangMen,1.6026165972487014
GuangZhou,ZhuHai,1.006759146830401
