Origin,Destination,net_flow
DongGuan,GuangZhou,12.757747836600018
DongGuan,HuiZhou,13.78877703156003
DongGuan,FoShan,3.0899346429600065
DongGuan,ZhongShan,1.9522711720800032
DongGuan,JiangMen,1.8262425859199993
DongGuan,ZhuHai,1.3608664776000028
DongGuan,ZhaoQing,1.6052689213199995
ZhaoQing,ZhuHai,0.06179928263999912
ShenZhen,DongGuan,11.254696900199974
ShenZhen,HuiZhou,9.31408020180001
ShenZhen,GuangZhou,4.429193389560041
ShenZhen,FoShan,1.5376297712399953
ShenZhen,ZhongShan,0.7696859731199979
ShenZhen,ZhuHai,1.715795296200005
ShenZhen,JiangMen,0.9560513555999997
ShenZhen,ZhaoQing,0.8260360394399981
HuiZhou,JiangMen,0.13691710799999912
HuiZhou,ZhuHai,0.20403254484000088
HuiZhou,ZhaoQing,0.1604338358399997
FoShan,GuangZhou,6.755967372239979
FoShan,ZhongShan,0.24392995379994886
FoShan,ZhaoQing,4.808966778719999
FoShan,JiangMen,3.858743966400013
FoShan,HuiZhou,0.9526670733600024
FoShan,ZhuHai,1.9111334382000003
GuangZhou,HuiZhou,0.5855309629200036
GuangZhou,ZhaoQing,0.45324359028001027
GuangZhou,ZhuHai,1.578312130319997
JiangMen,GuangZhou,0.5214187051200128
JiangMen,ZhuHai,1.5399888670800053
JiangMen,ZhaoQing,0.3241267815600004
ZhongShan,ZhuHai,17.556225874200067
ZhongShan,GuangZhou,3.6095550242400165
ZhongShan,JiangMen,3.046392597599997
ZhongShan,ZhaoQing,1.186489724040003
ZhongShan,HuiZhou,0.06349290695999965
