city,out_degree,in_degree,closeness_flow,betweenness_flow,closeness_distance,betweenness_distance
HuiZhou,0.3648935143383216,0.38558897099025524,0.21172786247785647,0.0,0.0,0.0
DongGuan,0.828842592931812,0.7016834462832111,0.6053672937223931,0.1578947368421052,0.8043041016115435,1.0
ZhongShan,0.3332690221448078,0.2681808886998211,0.31304306535451687,0.368421052631579,1.0000000000000002,0.0
GuangZhou,1.0000000000000002,1.0,0.9589221470689484,0.7894736842105263,0.8994270578820338,1.0
FoShan,0.7759230660301011,0.7016031889176386,1.0000000000000002,1.0,0.8734526410127279,0.0
ShenZhen,0.8672466020532721,0.7700319107799101,0.47375100235963163,0.1842105263157895,0.4436796207885956,0.0
JiangMen,0.0557260380502653,0.047381869131105925,0.0,0.0,0.785694417027077,0.0
ZhaoQing,0.0,0.0,0.05865808990084509,0.0,0.04547134935305319,0.0
ZhuHai,0.10259575387240469,0.12379749577391624,0.014324566769153835,0.0,0.4196735499346138,0.0
