city_name,province_name,value
佛山市,广东省,28.52
广州市,广东省,18.96
云浮市,广东省,11.06
清远市,广东省,4.07
东莞市,广东省,3.09
茂名市,广东省,2.97
江门市,广东省,2.92
梧州市,广西壮族自治区,2.76
中山市,广东省,2.64
深圳市,广东省,2.56
贺州市,广西壮族自治区,1.58
阳江市,广东省,1.23
湛江市,广东省,1.15
珠海市,广东省,1.12
惠州市,广东省,1
永州市,湖南省,0.99
韶关市,广东省,0.94
桂林市,广西壮族自治区,0.82
贵港市,广西壮族自治区,0.73
南宁市,广西壮族自治区,0.57
玉林市,广西壮族自治区,0.49
揭阳市,广东省,0.47
梅州市,广东省,0.42
郴州市,湖南省,0.41
邵阳市,湖南省,0.41
柳州市,广西壮族自治区,0.41
衡阳市,湖南省,0.31
汕尾市,广东省,0.31
钦州市,广西壮族自治区,0.24
赣州市,江西省,0.23
重庆市,重庆市,0.22
长沙市,湖南省,0.22
河源市,广东省,0.21
百色市,广西壮族自治区,0.2
汕头市,广东省,0.19
铜仁市,贵州省,0.19
来宾市,广西壮族自治区,0.18
黔东南苗族侗族自治州,贵州省,0.15
武汉市,湖北省,0.14
河池市,广西壮族自治区,0.14
北海市,广西壮族自治区,0.11
吉安市,江西省,0.11
贵阳市,贵州省,0.1
北京市,北京市,0.09
娄底市,湖南省,0.09
潮州市,广东省,0.09
文山壮族苗族自治州,云南省,0.09
上海市,上海市,0.08
成都市,四川省,0.08
益阳市,湖南省,0.08
株洲市,湖南省,0.07
遵义市,贵州省,0.07
莆田市,福建省,0.07
常德市,湖南省,0.07
福州市,福建省,0.07
南昌市,江西省,0.07
岳阳市,湖南省,0.06
怀化市,湖南省,0.06
南阳市,河南省,0.06
毕节市,贵州省,0.06
宜春市,江西省,0.05
信阳市,河南省,0.05
昆明市,云南省,0.05
厦门市,福建省,0.05
郑州市,河南省,0.04
漳州市,福建省,0.04
泉州市,福建省,0.04
荆州市,湖北省,0.04
黔西南布依族苗族自治州,贵州省,0.04
九江市,江西省,0.04
咸宁市,湖北省,0.04
石家庄市,河北省,0.03
张家界市,湖南省,0.03
驻马店市,河南省,0.03
杭州市,浙江省,0.03
上饶市,江西省,0.03
崇左市,广西壮族自治区,0.03
黔南布依族苗族自治州,贵州省,0.03
抚州市,江西省,0.03
湘西土家族苗族自治州,湖南省,0.03
合肥市,安徽省,0.02
黄冈市,湖北省,0.02
湘潭市,湖南省,0.02
防城港市,广西壮族自治区,0.02
宜宾市,四川省,0.02
台州市,浙江省,0.02
襄阳市,湖北省,0.02
三亚市,海南省,0.02
随州市,湖北省,0.02
南京市,江苏省,0.02
黄石市,湖北省,0.02
安顺市,贵州省,0.02
大理白族自治州,云南省,0.02
西安市,陕西省,0.02
苏州市,江苏省,0.02
海口市,海南省,0.02
宁波市,浙江省,0.02
萍乡市,江西省,0.02
南充市,四川省,0.02
宜昌市,湖北省,0.01
