city_name,province_name,value
深圳市,广东省,35.95
广州市,广东省,17.63
惠州市,广东省,14.9
佛山市,广东省,3.94
中山市,广东省,2.06
河源市,广东省,1.31
清远市,广东省,1.21
江门市,广东省,1.15
珠海市,广东省,0.98
肇庆市,广东省,0.85
茂名市,广东省,0.84
韶关市,广东省,0.79
赣州市,江西省,0.61
汕尾市,广东省,0.6
玉林市,广西壮族自治区,0.6
揭阳市,广东省,0.59
梅州市,广东省,0.59
湛江市,广东省,0.58
郴州市,湖南省,0.58
永州市,湖南省,0.52
衡阳市,湖南省,0.44
汕头市,广东省,0.41
重庆市,重庆市,0.39
云浮市,广东省,0.38
南宁市,广西壮族自治区,0.38
长沙市,湖南省,0.37
钦州市,广西壮族自治区,0.32
阳江市,广东省,0.31
邵阳市,湖南省,0.3
梧州市,广西壮族自治区,0.27
桂林市,广西壮族自治区,0.26
贵港市,广西壮族自治区,0.25
百色市,广西壮族自治区,0.24
吉安市,江西省,0.22
上海市,上海市,0.21
河池市,广西壮族自治区,0.2
泉州市,福建省,0.19
贺州市,广西壮族自治区,0.18
武汉市,湖北省,0.18
岳阳市,湖南省,0.17
潮州市,广东省,0.16
文山壮族苗族自治州,云南省,0.15
成都市,四川省,0.15
厦门市,福建省,0.14
柳州市,广西壮族自治区,0.14
黔东南苗族侗族自治州,贵州省,0.14
怀化市,湖南省,0.13
北京市,北京市,0.13
常德市,湖南省,0.13
娄底市,湖南省,0.12
株洲市,湖南省,0.12
毕节市,贵州省,0.11
黔西南布依族苗族自治州,贵州省,0.11
苏州市,江苏省,0.11
南昌市,江西省,0.11
南阳市,河南省,0.11
黔南布依族苗族自治州,贵州省,0.11
驻马店市,河南省,0.1
宜春市,江西省,0.1
杭州市,浙江省,0.1
信阳市,河南省,0.1
崇左市,广西壮族自治区,0.1
来宾市,广西壮族自治区,0.1
黄冈市,湖北省,0.09
荆州市,湖北省,0.09
达州市,四川省,0.09
漳州市,福建省,0.09
贵阳市,贵州省,0.09
益阳市,湖南省,0.08
遵义市,贵州省,0.08
郑州市,河南省,0.08
福州市,福建省,0.08
西安市,陕西省,0.08
昆明市,云南省,0.07
湘潭市,湖南省,0.06
咸宁市,湖北省,0.06
合肥市,安徽省,0.06
南京市,江苏省,0.06
宁波市,浙江省,0.06
襄阳市,湖北省,0.06
九江市,江西省,0.06
铜仁市,贵州省,0.06
抚州市,江西省,0.05
温州市,浙江省,0.05
北海市,广西壮族自治区,0.05
张家界市,湖南省,0.05
安顺市,贵州省,0.05
金华市,浙江省,0.05
周口市,河南省,0.05
上饶市,江西省,0.05
萍乡市,江西省,0.05
龙岩市,福建省,0.05
红河哈尼族彝族自治州,云南省,0.04
海口市,海南省,0.04
南充市,四川省,0.04
防城港市,广西壮族自治区,0.04
孝感市,湖北省,0.04
湘西土家族苗族自治州,湖南省,0.03
无锡市,江苏省,0.03
哈尔滨市,黑龙江省,0.03
