city_name,province_name,value
珠海市,广东省,36.47
佛山市,广东省,14.75
广州市,广东省,11.31
江门市,广东省,8.67
深圳市,广东省,5.56
东莞市,广东省,3.72
湛江市,广东省,1.24
肇庆市,广东省,1.08
贵港市,广西壮族自治区,1.06
惠州市,广东省,0.93
阳江市,广东省,0.74
清远市,广东省,0.68
茂名市,广东省,0.53
玉林市,广西壮族自治区,0.52
云浮市,广东省,0.49
梧州市,广西壮族自治区,0.47
衡阳市,湖南省,0.41
贺州市,广西壮族自治区,0.35
钦州市,广西壮族自治区,0.35
南宁市,广西壮族自治区,0.32
韶关市,广东省,0.27
桂林市,广西壮族自治区,0.25
长沙市,湖南省,0.24
赣州市,江西省,0.23
汕头市,广东省,0.21
揭阳市,广东省,0.21
重庆市,重庆市,0.2
汕尾市,广东省,0.2
永州市,湖南省,0.19
河源市,广东省,0.19
郴州市,湖南省,0.18
百色市,广西壮族自治区,0.16
上海市,上海市,0.16
梅州市,广东省,0.16
泸州市,四川省,0.15
河池市,广西壮族自治区,0.14
北京市,北京市,0.12
铜仁市,贵州省,0.12
潮州市,广东省,0.11
武汉市,湖北省,0.11
柳州市,广西壮族自治区,0.09
来宾市,广西壮族自治区,0.09
成都市,四川省,0.08
贵阳市,贵州省,0.08
宜宾市,四川省,0.07
常德市,湖南省,0.07
邵阳市,湖南省,0.07
黔东南苗族侗族自治州,贵州省,0.07
泉州市,福建省,0.07
杭州市,浙江省,0.06
北海市,广西壮族自治区,0.06
崇左市,广西壮族自治区,0.06
南京市,江苏省,0.05
娄底市,湖南省,0.05
漳州市,福建省,0.05
厦门市,福建省,0.05
岳阳市,湖南省,0.05
株洲市,湖南省,0.05
温州市,浙江省,0.05
吉安市,江西省,0.05
上饶市,江西省,0.04
遵义市,贵州省,0.04
文山壮族苗族自治州,云南省,0.04
郑州市,河南省,0.04
九江市,江西省,0.04
怀化市,湖南省,0.04
南昌市,江西省,0.04
宜春市,江西省,0.04
益阳市,湖南省,0.04
驻马店市,河南省,0.04
湘潭市,湖南省,0.04
宁波市,浙江省,0.04
南阳市,河南省,0.03
昆明市,云南省,0.03
荆州市,湖北省,0.03
黔南布依族苗族自治州,贵州省,0.03
福州市,福建省,0.03
苏州市,江苏省,0.03
金华市,浙江省,0.03
南充市,四川省,0.03
天津市,天津市,0.03
孝感市,湖北省,0.03
恩施土家族苗族自治州,湖北省,0.02
黄冈市,湖北省,0.02
毕节市,贵州省,0.02
信阳市,河南省,0.02
随州市,湖北省,0.02
西安市,陕西省,0.02
宜昌市,湖北省,0.02
合肥市,安徽省,0.02
萍乡市,江西省,0.02
张家界市,湖南省,0.02
青岛市,山东省,0.02
石家庄市,河北省,0.02
襄阳市,湖北省,0.02
咸宁市,湖北省,0.02
台州市,浙江省,0.02
广元市,四川省,0.02
哈尔滨市,黑龙江省,0.02
嘉兴市,浙江省,0.02
