city_name,province_name,value
佛山市,广东省,21.12
中山市,广东省,18.7
广州市,广东省,16.89
珠海市,广东省,7.19
深圳市,广东省,4.4
东莞市,广东省,3.97
阳江市,广东省,3.56
肇庆市,广东省,2.25
湛江市,广东省,2.2
云浮市,广东省,1.94
茂名市,广东省,1.32
清远市,广东省,1.26
惠州市,广东省,1.11
贵港市,广西壮族自治区,0.69
梧州市,广西壮族自治区,0.67
玉林市,广西壮族自治区,0.47
韶关市,广东省,0.39
南宁市,广西壮族自治区,0.39
桂林市,广西壮族自治区,0.32
百色市,广西壮族自治区,0.32
汕头市,广东省,0.29
贺州市,广西壮族自治区,0.26
揭阳市,广东省,0.24
重庆市,重庆市,0.23
钦州市,广西壮族自治区,0.21
汕尾市,广东省,0.21
永州市,湖南省,0.21
长沙市,湖南省,0.21
河源市,广东省,0.2
文山壮族苗族自治州,云南省,0.18
铜仁市,贵州省,0.18
赣州市,江西省,0.18
河池市,广西壮族自治区,0.17
梅州市,广东省,0.17
郴州市,湖南省,0.17
北京市,北京市,0.17
衡阳市,湖南省,0.16
上海市,上海市,0.16
柳州市,广西壮族自治区,0.15
来宾市,广西壮族自治区,0.14
北海市,广西壮族自治区,0.12
崇左市,广西壮族自治区,0.11
潮州市,广东省,0.11
黔东南苗族侗族自治州,贵州省,0.09
杭州市,浙江省,0.09
泉州市,福建省,0.08
贵阳市,贵州省,0.08
武汉市,湖北省,0.08
太原市,山西省,0.08
厦门市,福建省,0.08
常德市,湖南省,0.08
漳州市,福建省,0.08
成都市,四川省,0.08
株洲市,湖南省,0.07
遵义市,贵州省,0.07
南阳市,河南省,0.06
苏州市,江苏省,0.06
西安市,陕西省,0.06
黔南布依族苗族自治州,贵州省,0.05
岳阳市,湖南省,0.05
南京市,江苏省,0.05
邵阳市,湖南省,0.05
娄底市,湖南省,0.05
昆明市,云南省,0.05
南昌市,江西省,0.05
郑州市,河南省,0.04
海口市,海南省,0.04
怀化市,湖南省,0.04
益阳市,湖南省,0.04
金华市,浙江省,0.04
宁波市,浙江省,0.04
福州市,福建省,0.04
防城港市,广西壮族自治区,0.04
温州市,浙江省,0.04
黄冈市,湖北省,0.04
青岛市,山东省,0.03
荆州市,湖北省,0.03
周口市,河南省,0.03
湘西土家族苗族自治州,湖南省,0.03
毕节市,贵州省,0.03
泸州市,四川省,0.03
九江市,江西省,0.03
吉安市,江西省,0.03
上饶市,江西省,0.03
驻马店市,河南省,0.03
湘潭市,湖南省,0.03
宜春市,江西省,0.03
三亚市,海南省,0.03
兰州市,甘肃省,0.02
天津市,天津市,0.02
龙岩市,福建省,0.02
洛阳市,河南省,0.02
乌鲁木齐市,新疆维吾尔自治区,0.02
信阳市,河南省,0.02
襄阳市,湖北省,0.02
南充市,四川省,0.02
张家界市,湖南省,0.02
济南市,山东省,0.02
大理白族自治州,云南省,0.02
孝感市,湖北省,0.02
