city_name,province_name,value
佛山市,广东省,24.07
东莞市,广东省,8.9
深圳市,广东省,7.1
清远市,广东省,6.47
惠州市,广东省,4.92
中山市,广东省,3.18
肇庆市,广东省,2.73
江门市,广东省,2.49
珠海市,广东省,2.15
韶关市,广东省,1.92
湛江市,广东省,1.61
阳江市,广东省,1.42
茂名市,广东省,1.4
汕头市,广东省,1.24
梅州市,广东省,1.11
长沙市,湖南省,1.1
揭阳市,广东省,1.08
汕尾市,广东省,1.03
云浮市,广东省,1.02
河源市,广东省,0.95
衡阳市,湖南省,0.91
赣州市,江西省,0.88
郴州市,湖南省,0.77
桂林市,广西壮族自治区,0.76
北京市,北京市,0.7
潮州市,广东省,0.59
重庆市,重庆市,0.59
南宁市,广西壮族自治区,0.56
上海市,上海市,0.53
武汉市,湖北省,0.52
永州市,湖南省,0.45
梧州市,广西壮族自治区,0.41
成都市,四川省,0.41
贵阳市,贵州省,0.38
玉林市,广西壮族自治区,0.37
厦门市,福建省,0.37
邵阳市,湖南省,0.33
贵港市,广西壮族自治区,0.33
贺州市,广西壮族自治区,0.29
杭州市,浙江省,0.29
西安市,陕西省,0.28
南昌市,江西省,0.27
荆州市,湖北省,0.24
昆明市,云南省,0.23
柳州市,广西壮族自治区,0.23
岳阳市,湖南省,0.22
泉州市,福建省,0.21
郑州市,河南省,0.2
南京市,江苏省,0.2
吉安市,江西省,0.2
株洲市,湖南省,0.2
福州市,福建省,0.19
漳州市,福建省,0.19
黔东南苗族侗族自治州,贵州省,0.18
钦州市,广西壮族自治区,0.18
常德市,湖南省,0.18
海口市,海南省,0.18
宜春市,江西省,0.15
百色市,广西壮族自治区,0.14
娄底市,湖南省,0.14
北海市,广西壮族自治区,0.13
青岛市,山东省,0.13
益阳市,湖南省,0.13
怀化市,湖南省,0.13
苏州市,江苏省,0.13
湘潭市,湖南省,0.12
遵义市,贵州省,0.12
合肥市,安徽省,0.12
驻马店市,河南省,0.12
天门市,湖北省,0.12
南阳市,河南省,0.11
兰州市,甘肃省,0.11
九江市,江西省,0.11
黄冈市,湖北省,0.11
黔南布依族苗族自治州,贵州省,0.11
乌鲁木齐市,新疆维吾尔自治区,0.11
襄阳市,湖北省,0.1
天津市,天津市,0.1
温州市,浙江省,0.1
河池市,广西壮族自治区,0.1
哈尔滨市,黑龙江省,0.09
三亚市,海南省,0.09
宜昌市,湖北省,0.09
济南市,山东省,0.08
抚州市,江西省,0.08
沈阳市,辽宁省,0.08
张家界市,湖南省,0.08
崇左市,广西壮族自治区,0.08
龙岩市,福建省,0.08
金华市,浙江省,0.08
来宾市,广西壮族自治区,0.08
铜仁市,贵州省,0.07
信阳市,河南省,0.07
大理白族自治州,云南省,0.07
咸宁市,湖北省,0.07
孝感市,湖北省,0.07
石家庄市,河北省,0.07
太原市,山西省,0.07
仙桃市,湖北省,0.07
湘西土家族苗族自治州,湖南省,0.07
